EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,OBJECTID
29956,1684470,REGULAR,CVS #6211,,3721 LEXINGTON RD,,LOUISVILLE,KY,40207,PRE-PACKAGED RETAIL,2022/07/06 00:00:00,100,,CVS #6211,,0
29967,1699737,REGULAR,NEIGHBORHOOD FOOD MART,,542 LAMPTON ST,,LOUISVILLE,KY,40203,SUPERMARKET WITH PROCESSING,2022/09/07 00:00:00,97,,NEIGHBORHOOD FOOD MART,,1
29979,1624769,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/09/23 00:00:00,95,A,CIRCLE K #4700075,,2
29979,1624770,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/09/23 00:00:00,95,,CIRCLE K #4700075,,3
29979,1657125,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 00:00:00,96,A,CIRCLE K #4700075,,4
29979,1657126,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/08 00:00:00,99,,CIRCLE K #4700075,,5
29979,1698679,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,97,A,CIRCLE K #4700075,,6
29979,1698680,REGULAR,CIRCLE K #4700075,,1630 ARTHUR ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,98,,CIRCLE K #4700075,,7
30043,1637804,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/11/22 00:00:00,94,A,F&Y SUPERMARKET,,8
30043,1637805,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/11/22 00:00:00,95,,F&Y SUPERMARKET,,9
30043,1700824,FOLLOWUP,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/12 00:00:00,98,,F&Y SUPERMARKET,,10
30043,1678623,SURVEY,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/05/26 00:00:00,,,F&Y SUPERMARKET,,11
30043,1698630,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,94,A,F&Y SUPERMARKET,,12
30043,1698631,REGULAR,F&Y SUPERMARKET,,3801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/09/01 00:00:00,95,,F&Y SUPERMARKET,,13
30075,1673914,REGULAR,CVS #6199,,3130 PORTLAND AVE,,LOUISVILLE,KY,40212,PRE-PACKAGED RETAIL,2022/05/23 00:00:00,97,,CVS #6199,,14
30075,1678618,SURVEY,CVS #6199,,3130 PORTLAND AVE,,LOUISVILLE,KY,40212,PRE-PACKAGED RETAIL,2022/05/27 00:00:00,,,CVS #6199,,15
30085,1665227,COMPLAINT,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,,,SPEEDWAY #9709,,16
30085,1665230,FOLLOWUP,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/04/08 00:00:00,,,SPEEDWAY #9709,,17
30085,1661247,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,93,A,SPEEDWAY #9709,,18
30085,1661248,REGULAR,SPEEDWAY #9709,,4239 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/03/28 00:00:00,95,,SPEEDWAY #9709,,19
30108,1646209,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/01/12 00:00:00,97,A,SPEEDWAY #9515,,20
30108,1646210,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/01/12 00:00:00,98,,SPEEDWAY #9515,,21
30108,1684741,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,99,A,SPEEDWAY #9515,,22
30108,1684742,REGULAR,SPEEDWAY #9515,,2720 TAYLORSVILLE RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/06 00:00:00,100,,SPEEDWAY #9515,,23
30154,1660530,REGULAR,CIRCLE K #4700117,,9619 WHIPPS MILL RD,,LOUISVILLE,KY,40222,PRE-PACKAGED RETAIL,2022/03/23 00:00:00,100,,CIRCLE K #4700117,,24
30162,1642844,REGULAR,CORNER MARKET,,358 N 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/12/16 00:00:00,97,A,CORNER MARKET,,25
30162,1642845,REGULAR,CORNER MARKET,,358 N 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/12/16 00:00:00,100,,CORNER MARKET,,26
30162,1678617,SURVEY,CORNER MARKET,,358 N 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/05/27 00:00:00,,,CORNER MARKET,,27
30162,1686382,REGULAR,CORNER MARKET,,358 N 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/14 00:00:00,95,A,CORNER MARKET,,28
30162,1686383,REGULAR,CORNER MARKET,,358 N 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/14 00:00:00,91,,CORNER MARKET,,29
30248,1626018,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2021/09/24 00:00:00,100,A,NEWCOMER ACADEMY,,30
30248,1655368,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/03/01 00:00:00,100,A,NEWCOMER ACADEMY,,31
30248,1697515,REGULAR,NEWCOMER ACADEMY,,3741 PULLIAM DR,,LOUISVILLE,KY,40218,SCHOOL CAFETERIA OR FOOD SERVICE,2022/08/29 00:00:00,100,A,NEWCOMER ACADEMY,,32
30264,1636302,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/11/16 00:00:00,97,A,SPEEDWAY #5043,,33
30264,1636303,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/11/16 00:00:00,94,,SPEEDWAY #5043,,34
30264,1692958,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,98,A,SPEEDWAY #5043,,35
30264,1692959,REGULAR,SPEEDWAY #5043,,4417 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/08/09 00:00:00,97,,SPEEDWAY #5043,,36
30337,1664450,REGULAR,PIC PAC,,3110 TAYLOR BLVD,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2022/04/11 00:00:00,92,,PIC PAC,,37
30374,1673635,REGULAR,SUGAR AND SPICE,,5613 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,2022/05/18 00:00:00,99,,SUGAR AND SPICE,,38
30394,1643591,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/12/21 00:00:00,98,A,SAM'S CLUB #8276,,39
30394,1643592,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2021/12/21 00:00:00,98,,SAM'S CLUB #8276,,40
30394,1686030,COMPLAINT,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,,,SAM'S CLUB #8276,,41
30394,1682788,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,98,A,SAM'S CLUB #8276,,42
30394,1682789,REGULAR,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/06/28 00:00:00,94,,SAM'S CLUB #8276,,43
30394,1684121,FOLLOWUP,SAM'S CLUB #8276,,6622 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/07/05 00:00:00,100,,SAM'S CLUB #8276,,44
30411,1641759,REGULAR,WALGREENS #12322,,808 EASTERN PKWY,,LOUISVILLE,KY,40217,PRE-PACKAGED RETAIL,2021/12/13 00:00:00,100,,WALGREENS #12322,,45
30425,1685452,REGULAR,BIG LOTS #226,,4121 SHELBYVILLE RD,,LOUISVILLE,KY,40207,SUPERMARKET WITH PROCESSING,2022/07/11 00:00:00,100,,BIG LOTS #226,,46
30826,1657590,REGULAR,TIMOTHY'S ANGELS,,1351 CATALPA ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/10 00:00:00,99,A,TIMOTHY'S ANGELS,,47
30917,1642460,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/14 00:00:00,100,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,48
30917,1677229,REGULAR,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,10320 TIMBERWOOD CIRCLE,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 00:00:00,98,A,BRIGHT HORIZONS @ PLAINVIEW SCHOOL,,49
30972,1654739,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,50
30972,1701548,REGULAR,KINDER CARE LEARNING CTR #420,,730 ZORN AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/14 00:00:00,100,A,KINDER CARE LEARNING CTR #420,,51
30989,1654772,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,96,A,SOUTHSIDE CHRISTIAN,,52
30989,1699656,REGULAR,SOUTHSIDE CHRISTIAN,,5804 SOUTHSIDE DR,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/07 00:00:00,98,A,SOUTHSIDE CHRISTIAN,,53
30993,1625017,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/09/23 00:00:00,100,A,WEE CARE NURSERY,,54
30993,1662148,REGULAR,WEE CARE NURSERY,,11616 MAIN ST,,LOUISVILLE,KY,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/30 00:00:00,99,A,WEE CARE NURSERY,,55
31043,1644022,FOLLOWUP,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/23 00:00:00,100,A,KINDER CARE LEARNING CTR #424,,56
31043,1642753,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/16 00:00:00,96,C,KINDER CARE LEARNING CTR #424,,57
31043,1675318,REGULAR,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/27 00:00:00,98,C,KINDER CARE LEARNING CTR #424,,58
31043,1676111,FOLLOWUP,KINDER CARE LEARNING CTR #424,,3804 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/01 00:00:00,100,A,KINDER CARE LEARNING CTR #424,,59
31053,1647609,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/01/20 00:00:00,100,A,KINDER CARE LEARNING CTR #416,,60
31053,1682529,REGULAR,KINDER CARE LEARNING CTR #416,,8016 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/27 00:00:00,100,A,KINDER CARE LEARNING CTR #416,,61
31071,1640878,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/08 00:00:00,99,A,KINDER CARE LEARNING CTR #418,,62
31071,1670998,SURVEY,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 00:00:00,,,KINDER CARE LEARNING CTR #418,,63
31071,1675682,REGULAR,KINDER CARE LEARNING CTR #418,,2990 NEWBURG RD,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/31 00:00:00,100,A,KINDER CARE LEARNING CTR #418,,64
31081,1660703,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/24 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,65
31081,1700142,REGULAR,LOU. BAPT HOSP CHILD DEV.,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/08 00:00:00,100,A,LOU. BAPT HOSP CHILD DEV.,,66
31097,1623863,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/09/20 00:00:00,100,A,KINDER CARE LEARNING CTR #417,,67
31097,1666562,REGULAR,KINDER CARE LEARNING CTR #417,,2013 HERR LN,,LOUISVILLE,KY,40222,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/20 00:00:00,99,A,KINDER CARE LEARNING CTR #417,,68
31145,1648878,REGULAR,ST. JOSEPH CHILD DEV. CTR,,2823 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/01/27 00:00:00,99,A,ST. JOSEPH CHILD DEV. CTR,,69
31145,1692904,REGULAR,ST. JOSEPH CHILD DEV. CTR,,2823 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/09 00:00:00,99,A,ST. JOSEPH CHILD DEV. CTR,,70
31189,1663670,REGULAR,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,306 ROY WILKINS BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/05 00:00:00,100,A,MINI VERSITY DOWNTOWN CHILD DEVELOPMENT CENTER,,71
31202,1653510,COMPLAINT,CHESTNUT STREET YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/15 00:00:00,,,CHESTNUT STREET YMCA,,72
31202,1653512,FOLLOWUP,CHESTNUT STREET YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/16 00:00:00,,,CHESTNUT STREET YMCA,,73
31202,1652183,REGULAR,CHESTNUT STREET YMCA,,930 W CHESTNUT ST,,LOUISVILLE,KY,40203,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/15 00:00:00,97,A,CHESTNUT STREET YMCA,,74
31203,1661692,REGULAR,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/29 00:00:00,98,A,MAPLE GROVE DAY CARE,,75
31203,1671142,SURVEY,MAPLE GROVE DAY CARE,,5911 E MANSLICK RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/14 00:00:00,,,MAPLE GROVE DAY CARE,,76
31210,1651354,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/10 00:00:00,95,A,KEYSTONE LEARNING ACADEMY,,77
31210,1689105,REGULAR,KEYSTONE LEARNING ACADEMY,,1705 S 13TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/07/26 00:00:00,97,A,KEYSTONE LEARNING ACADEMY,,78
31211,1644552,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/29 00:00:00,100,A,SOUTHSIDE CHRISTIAN #2,,79
31211,1691013,REGULAR,SOUTHSIDE CHRISTIAN #2,,4014 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/02 00:00:00,100,A,SOUTHSIDE CHRISTIAN #2,,80
31213,1657676,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/03/10 00:00:00,97,A,RIDGEWOOD CHILD DEV. CTR.,,81
31213,1699409,REGULAR,RIDGEWOOD CHILD DEV. CTR.,,6209 GREENWOOD RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/09/06 00:00:00,99,A,RIDGEWOOD CHILD DEV. CTR.,,82
31220,1642175,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/14 00:00:00,97,C,ADATH JESHURUN PRESCHOOL,,83
31220,1643047,FOLLOWUP,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/17 00:00:00,100,A,ADATH JESHURUN PRESCHOOL,,84
31220,1678007,REGULAR,ADATH JESHURUN PRESCHOOL,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/07 00:00:00,100,A,ADATH JESHURUN PRESCHOOL,,85
31231,1633459,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/11/01 00:00:00,100,A,TEMPLE PRE-SCHOOL,,86
31231,1669893,REGULAR,TEMPLE PRE-SCHOOL,,5101 US HWY 42,,LOUISVILLE,KY,40241,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/05/04 00:00:00,100,A,TEMPLE PRE-SCHOOL,,87
31288,1642458,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2021/12/14 00:00:00,100,A,LA PETITE ACADEMY,,88
31288,1677228,REGULAR,LA PETITE ACADEMY,,10501 TIMBERWOOD CIR,,LOUISVILLE,KY,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/06/06 00:00:00,98,A,LA PETITE ACADEMY,,89
31299,1652970,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST. ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/17 00:00:00,97,A,SOUTHSIDE CHRISTIAN #3,,90
31299,1692618,REGULAR,SOUTHSIDE CHRISTIAN #3,,7419 ST. ANDREWS CHURCH RD,,LOUISVILLE,KY,40214,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/08 00:00:00,98,A,SOUTHSIDE CHRISTIAN #3,,91
31301,1654706,REGULAR,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,917 EASTERN STAR CT,,LOUISVILLE,KY,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/02/25 00:00:00,100,A,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,92
31301,1694964,REGULAR,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,917 EASTERN STAR CT,,LOUISVILLE,KY,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/08/17 00:00:00,100,A,EASTERN STAR HOME HIGHLANDS COMMUNITY MINISTRIES,,93
31323,1636977,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2021/11/18 00:00:00,95,A,CHRISTIAN HEALTH CENTER,,94
31323,1669301,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/05/02 00:00:00,98,A,CHRISTIAN HEALTH CENTER,,95
31323,1702118,REGULAR,CHRISTIAN HEALTH CENTER,,920 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/09/16 00:00:00,95,A,CHRISTIAN HEALTH CENTER,,96
31329,1664778,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/04/12 00:00:00,99,A,ESSEX NURSING & REHABILITATION CENTER,,97
31329,1629981,FOLLOWUP,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2021/10/15 00:00:00,99,A,ESSEX NURSING & REHABILITATION CENTER,,98
31329,1628472,REGULAR,ESSEX NURSING & REHABILITATION CENTER,,9600 LAMBOURNE BLVD,,LOUISVILLE,KY,40272,FOOD SERVICE (HOSPITAL / NURSING HOME,2021/10/08 00:00:00,93,C,ESSEX NURSING & REHABILITATION CENTER,,99
31332,1649834,REGULAR,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/01 00:00:00,96,A,HIGHLANDS HEALTH & REHAB CNTR,,100
31332,1696928,COMPLAINT,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 00:00:00,,,HIGHLANDS HEALTH & REHAB CNTR,,101
31332,1693997,FOLLOWUP,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/12 00:00:00,99,A,HIGHLANDS HEALTH & REHAB CNTR,,102
31332,1692244,REGULAR,HIGHLANDS HEALTH & REHAB CNTR,,1705 STEVENS AVE,,LOUISVILLE,KY,40205,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/05 00:00:00,90,C,HIGHLANDS HEALTH & REHAB CNTR,,103
31334,1652908,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/02/17 00:00:00,100,A,GOOD SAMARITAN,,104
31334,1693461,REGULAR,GOOD SAMARITAN,,3500 GOOD SAMARITAN WAY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022/08/10 00:00:00,98,A,GOOD SAMARITAN,,105
31335,1640547,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2021/12/07 00:00:00,98,A,ALTENHEIM,,106
31335,1677041,REGULAR,ALTENHEIM,,936 BARRET AVE,,LOUISVILLE,KY,40204,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/06/03 00:00:00,96,A,ALTENHEIM,,107
31336,1654061,REGULAR,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/23 00:00:00,95,A,MASONIC HOMES MAIN KITCHEN,,108
31336,1670242,COMPLAINT,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/23 00:00:00,,,MASONIC HOMES MAIN KITCHEN,,109
31336,1670243,FOLLOWUP,MASONIC HOMES MAIN KITCHEN,,240 MASONIC HOME DR,,MASONIC HOME,KY,40041,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/03/01 00:00:00,,,MASONIC HOMES MAIN KITCHEN,,110
31337,1652204,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/02/15 00:00:00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,111
31337,1690966,REGULAR,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,2529 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE (HOSPITAL / NURSING HOME,2022/08/02 00:00:00,97,A,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,,112
31360,1665596,REGULAR,LA PETITE ACADEMY,,9505 US HWY 42,,LOUISVILLE,KY,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/04/15 00:00:00,99,A,LA PETITE ACADEMY,,113
